roll_number,legal,address,land_area,land_area_unit,subdivision,zoning,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
360900,0520186 37 6,10602 - 95 STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"441,530",10602,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A1,53.8092403,-113.6342196
361000,0520186 37 7,10512 - 93 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"443,610",10512,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
361100,0520186 37 8,10510 - 93 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"432,950",10510,93 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B5,53.8055378,-113.6316794
361200,0522075 37 9,10508 - 95 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"478,070",10508,95 Street,Morinville,Alberta,Division No. 11,Canada,,53.8088473,-113.6344379
362100,0522075 37 10MR,,8,Acres,Town of Morinville,Parks & Open Spaces,8,Acres,2014,"120,200",,,,,,,,,
362000,0522075 37 11PUL,,16,Acres,Town of Morinville,Parks & Open Spaces,16,Acres,2014,"177,370",,,,,,,,,
362200,0522075 37 12MR,,10,Acres,Town of Morinville,Parks & Open Spaces,10,Acres,2014,"135,860",,,,,,,,,
362300,0522075 37 13,10506 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"505,290",10506,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8085957,-113.6347884
362400,0522075 37 14,10504 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"581,180",10504,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.808587,-113.63493
362500,0522075 37 15,10502 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"151,150",10502,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.808475,-113.635073
362600,0522075 37 16,10420 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"635,080",10420,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.808384,-113.635243
362700,0522075 37 17,10418 - 95 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"569,730",10418,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.808284,-113.635434
362800,0522075 37 18,10416 - 95 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"603,430",10416,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.8080693,-113.6356384
362900,0522075 37 19,10414 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"676,220",10414,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.808072,-113.635785
363000,0522075 37 20,10412 - 95 STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"446,910",10412,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A2,53.807975,-113.635973
363100,0522075 37 21,10410 - 95 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"570,730",10410,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0B2,53.8077634,-113.636101
33350,0523109 5 17C,10009A - 106 STREET,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"244,930",10009,106 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1A3,53.8024973,-113.6558688
33450,0523110 5 18C,10011A - 106 STREET,4,Acres,Town of Morinville,Two Unit Residential,4,Acres,2014,"252,750",10011,106 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1A3,53.8027252,-113.6559197
70508,0520807 1,10113 - 105 STREET,3,Acres,Town of Morinville,Medium Density Residential,3,Acres,2014,"261,660",10113,105 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1V8,53.804328,-113.654246
70507,0520807 2,10111 - 105 STREET,3,Acres,Town of Morinville,Medium Density Residential,3,Acres,2014,"290,620",10111,105 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1V8,53.804238,-113.654236
70506,0520807 3,10109 - 105 STREET,3,Acres,Town of Morinville,Medium Density Residential,3,Acres,2014,"261,660",10109,105 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1V8,53.80409,-113.654191
70505,0520807 4,10107 - 105 STREET,3,Acres,Town of Morinville,Medium Density Residential,3,Acres,2014,"272,400",10107,105 Street,Morinville,Alberta,Division No. 11,Canada,T8R 1V8,53.804036,-113.654399
70512,0520807 UNIT 7,"SUITE 104, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70513,0520807 UNIT 8,"SUITE 106, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70514,0520807 UNIT 9,"SUITE 108, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Single Det Compact Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70515,0520807 UNIT 10,"SUITE 110, 10502 - 101 AVENUE",395,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"181,780",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70516,0520807 UNIT 11,"SUITE 109, 10502 - 101 AVENUE",395,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"181,780",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70517,0520807 UNIT 12,"SUITE 107, 10502 - 101 AVENUE",395,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"181,780",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70518,0520807 UNIT 13,"SUITE 105, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70519,0520807 UNIT 14,"SUITE 103, 10502 - 101 AVENUE",395,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"181,780",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70520,0520807 UNIT 15,"SUITE 201, 10502 - 101 AVENUE",316,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"162,000",10502,101 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1V7,53.803848,-113.654638
70521,0520807 UNIT 16,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70522,0520807 UNIT 17,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70523,0520807 UNIT 18,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70524,0520807 UNIT 19,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70525,0520807 UNIT 20,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70526,0520807 UNIT 21,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70527,0520807 UNIT 22,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70528,0520807 UNIT 23,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70529,0520807 UNIT 24,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70530,0520807 UNIT 25,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
70531,0520807 UNIT 26,,20,Acres,Town of Morinville,Medium Density Residential,,Acres,2014,"11,000",,,,,,,,,
385001,0525673 1 1,9401 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"281,170",9401,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.776057,-113.634079
385002,0525673 1 2,9403 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"288,820",9403,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775975,-113.634079
385003,0525673 1 3,9405 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"269,130",9405,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.7759597,-113.633911
385004,0525673 1 4,9407 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"289,380",9407,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775826,-113.634142
385005,0525673 1 5,9409 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"294,460",9409,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775738,-113.634197
385006,0525673 1 6,9411 - 80 AVENUE,4,Acres,Town of Morinville,Two Unit Residential,4,Acres,2014,"299,220",9411,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775675,-113.634291
385007,0525673 1 7,9413 - 80 AVENUE,4,Acres,Town of Morinville,Two Unit Residential,4,Acres,2014,"298,230",9413,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775611,-113.634397
385008,0525673 1 8,9415 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"287,480",9415,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775587,-113.634527
385009,0525673 1 9,9417 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"266,350",9417,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.7756993,-113.634399
385010,0525673 1 10,9419 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"287,910",9419,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.7757071,-113.63449
385011,0525673 1 11,9421 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"298,560",9421,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.7756552,-113.6346036
385012,0525673 1 12,9423 - 80 AVENUE,4,Acres,Town of Morinville,Two Unit Residential,4,Acres,2014,"295,160",9423,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775623,-113.635073
385013,0525673 1 13,9425 - 80 AVENUE,5,Acres,Town of Morinville,Two Unit Residential,5,Acres,2014,"325,210",9425,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775663,-113.635197
385014,0525673 1 14,9427 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"283,140",9427,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775735,-113.635294
385015,0525673 1 15,9429 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"290,680",9429,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775841,-113.635324
385016,0525673 1 16,9431 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"287,600",9431,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.775902,-113.635309
385017,0525673 1 17,9433 - 80 AVENUE,2,Acres,Town of Morinville,Two Unit Residential,2,Acres,2014,"286,760",9433,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.7760234,-113.6348776
385018,0525673 1 18,9435 - 80 AVENUE,3,Acres,Town of Morinville,Two Unit Residential,3,Acres,2014,"269,150",9435,80 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0B1,53.776066,-113.635285
397800,0525981 4 18,9502 - 83 avenue,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"406,100",9502,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.7787054,-113.634994
397900,0525981 4 19,9504 - 83 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,320",9504,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.7786173,-113.6351628
398000,0525981 4 20,9506 - 83 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"362,840",9506,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.7785622,-113.6352831
398100,0525981 4 21,9508 - 83 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"392,770",9508,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.77851,-113.635761
398200,0525981 4 22,8120 - 95 A STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"398,600",8120,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398300,0525981 4 23,8118 - 95 A STREET,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"398,240",8118,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398400,0525981 4 24,8116-95A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"373,930",8116,95A Street,Morinville,Alberta,Division No. 11,Canada,,53.7781891,-113.6356123
398500,0525981 4 25,8114 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"368,670",8114,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398600,0525981 4 26,8112 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"337,540",8112,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398700,0525981 4 27,8110 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"316,890",8110,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398800,0525981 4 28,8108 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"353,250",8108,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
398900,0525981 4 29,8106 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"366,790",8106,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
399000,0525981 4 30,8104 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"384,220",8104,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
399100,0525981 4 31,8102 - 95 A STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"381,080",8102,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793747,-113.6351086
395000,0525981 5 9,9507 - 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"376,240",9507,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7770689,-113.6359822
395100,0525981 5 10,9505- 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"357,230",9505,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.7770809,-113.6357355
395200,0525981 5 11,9503 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"366,010",9503,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 1W2,53.777077,-113.6355986
395300,0525981 5 12,9501 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"377,390",9501,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7771161,-113.6354309
395400,0525981 5 13,9423 - 81 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"399,000",9423,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.777026,-113.635406
395500,0525981 5 14,9421 - 81 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"412,520",9421,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.777078,-113.635203
395600,0525981 5 15,9419 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"340,650",9419,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7772559,-113.6349199
395700,0525981 5 16,9417 - 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"395,270",9417,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7773217,-113.6347977
395800,0525981 5 17,9415 - 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"402,980",9415,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.777333,-113.634764
395900,0525981 5 18,9413 - 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"355,600",9413,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.77739,-113.634609
396000,0525981 5 19,9411 - 81 AVENUE,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"335,900",9411,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7775577,-113.6343271
396100,0525981 5 20,9409 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"394,700",9409,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7776168,-113.6341517
396200,0525981 5 21,9407 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"418,730",9407,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.777578,-113.634115
396300,0525981 5 22,9405 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"451,210",9405,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.77763,-113.633918
396400,0525981 5 23,9403 - 81 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"465,550",9403,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7777531,-113.6335622
396500,0525981 5 24,9401 - 81 AVENUE,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"497,590",9401,81 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.7778067,-113.6334061
396600,0525981 5 25,8101 - 94 STREET,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"474,370",8101,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7745601,-113.633737
396700,0525981 5 26,8103 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"381,600",8103,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.778021,-113.633458
400004,0525981 5 27PUL,,2,Acres,Town of Morinville,Single Det Compact Residential,2,Acres,2014,"21,530",,,,,,,,,
396800,0525981 5 28,8105 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"338,050",8105,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A9,53.778181,-113.633512
396900,0525981 5 29,8107 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"344,500",8107,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778302,-113.633555
397000,0525981 5 30,8109 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"387,560",8109,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7756385,-113.6336483
397100,0525981 5 31,8111 - 94 STREET,4,Acres,Town of Morinville,Single Det Compact Residential,4,Acres,2014,"372,290",8111,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778536,-113.633576
397200,0525981 5 32,8113 - 94 STREET,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"357,860",8113,94 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778654,-113.633615
397300,0525981 5 33,9402 - 83 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"415,890",9402,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778787,-113.633727
397400,0525981 5 34,9404 - 83 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"407,520",9404,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.7787504,-113.6338358
397500,0525981 5 35,9406 - 83 AVENUE,5,Acres,Town of Morinville,Single Det Compact Residential,5,Acres,2014,"350,140",9406,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778845,-113.63423
397600,0525981 5 36,9408 - 83 AVENUE,6,Acres,Town of Morinville,Single Det Compact Residential,6,Acres,2014,"460,560",9408,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.778869,-113.634488
397700,0525981 5 37,9410 - 83 AVENUE,7,Acres,Town of Morinville,Single Det Compact Residential,7,Acres,2014,"477,750",9410,83 Avenue,Morinville,Alberta,Division No. 11,Canada,T8R 0A8,53.7787988,-113.6345474
399200,0525981 6 1,8105 - 95 A STREET,8,Acres,Town of Morinville,Single Det Compact Residential,8,Acres,2014,"394,460",8105,95 Street,Morinville,Alberta,Division No. 11,Canada,T8R 0A7,53.7793813,-113.6350728
