Address,PID,Property LINC,Roll Number,Tax Year,Assessment Value,Description,Legal Description,Land Use District Code,Land Use Description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
16 DANFIELD CRT,2045023,31124183,008109,2016,"$579,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 34 Block: 3 Plan: 052 3295,,,Spruce Grove,16,Danfield Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N7,53.5635968,-113.9229157
16 DANFIELD PL,2045036,31124514,008138,2016,"$510,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 11 Plan: 052 3295,,,Spruce Grove,16,Danfield Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A3,53.56287460000001,-113.9259417
16 DAWSON CRT,2238763,32716706,009956,2016,"$660,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 47 Block: 3 Plan: 072 8410,,,Spruce Grove,16,Dawson Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E5,53.56442,-113.922628
16 DEER PARK BLVD,1104380,29666617,005614,2016,"$430,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 8 Plan: 022 7446,,,Spruce Grove,16,Deer Park Boulevard,Spruce Grove,Alberta,,Canada,T7X 4M2,53.5610578,-113.9329574
16 DEER PARK RD,1377691,24734428,004928,2016,"$319,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 3 Plan: 932 0805,,,Spruce Grove,16,Deer Park Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K4,53.560997,-113.922408
16 DILLWORTH CRES,2238802,32717092,009977,2016,"$613,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 12 Plan: 072 8410,,,Spruce Grove,,Spruce Lane,Moorhead,Minnesota,Clay County,United States,56560,46.8695404,-96.7381083
16 DORCHESTER RD,1379233,15482558,000681,2016,"$313,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 9 Plan: 2529RS,,,Spruce Grove,16,Dorchester Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2B2,53.546957,-113.889484
16 ECCLES CRES,1379365,20023959,000515,2016,"$368,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 33 Block: 2 Plan: 2127RS,,,Spruce Grove,16,Eccles Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3B7,53.544529,-113.895559
16 GREENWOOD CL,1380763,12633723,003033,2016,"$308,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 1 Plan: 792 1841,,,Spruce Grove,16,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W9,53.552333,-113.884261
16 GREENWOOD CRES,1380948,12682795,003240,2016,"$338,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 57 Block: 5 Plan: 792 1841,,,Spruce Grove,16,Greenwood Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Y5,53.554495,-113.878299
16 GREENWOOD PL,1376266,12512217,003261,2016,"$327,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 2 Plan: 792 2816,,,Spruce Grove,16,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W9,53.552333,-113.884261
1 65 SOUTH AVE,2201194,10017226,003311,2016,"$260,800.00",INDUSTRIAL,Unit: 1 Plan: 802 1569,,,Spruce Grove,65,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5389387,-113.9053558
1 85 SPRUCE VILLAGE DR WEST,2583455,34770826,013390,2016,"$298,600.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 1 Plan: 112 2247,,,Spruce Grove,85,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L2,53.5617949,-113.881283
1 9 DEER PARK DR,1380529,28802064,007171,2016,"$397,400.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 1 Plan: 012 1324,,,Spruce Grove,9,Deer Park Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H8,53.561846,-113.929312
1 94 LONGVIEW DR,2757607,36787555,016756,2016,"$364,300.00",CONDOMINIUM FAMILY RESIDENT'L,Unit: 17 Plan: 152 2920,,,Spruce Grove,1,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L7,53.56581509999999,-113.9015839
1 ARLINGTON PL,1379129,18139725,000500,2016,"$336,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 28 Block: 10 Plan: 1549RS,,,Spruce Grove,1,Arlington Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E6,53.545554,-113.891443
1 ARLINGTON ST,1379242,11327111,000325,2016,"$333,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 12 Block: 11 Plan: 165RS,,,Spruce Grove,1,Arlington Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E7,53.543975,-113.890955
1 ASHBY GARDENS,2467081,34086264,012359,2016,"$304,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 36 Block: 24 Plan: 094 0249,,,Spruce Grove,1,Ashby Gardens,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K1,53.566285,-113.911572
10 GREENBURY CRES,2602296,34880476,013650,2016,"$383,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 2 Plan: 112 3786,,,Spruce Grove,10,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L7,53.556743,-113.863854
10 GREENWOOD BAY,1381030,11827334,003522,2016,"$339,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 37A Block: 2 Plan: 812 2021,,,Spruce Grove,10,Greenwood Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1X3,53.555307,-113.884824
10 GREENWOOD CRES,1380945,12682761,003237,2016,"$324,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 54 Block: 5 Plan: 792 1841,,,Spruce Grove,10,Greenwood Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Y5,53.55409299999999,-113.877658
10 GREENWOOD PL,1376263,12512183,003258,2016,"$275,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 2 Plan: 792 2816,,,Spruce Grove,10,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W8,53.5525019,-113.883721
10 GREYSTONE BAY,1380775,12685385,003054,2016,"$375,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 69 Block: 1 Plan: 792 1841,,,Spruce Grove,10,Greystone Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A5,53.554361,-113.880648
10 GREYSTONE CL,1380764,12683298,003072,2016,"$345,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 87 Block: 1 Plan: 792 1841,,,Spruce Grove,10,Greystone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W5,53.55112399999999,-113.882604
10 GREYSTONE CRES,2070592,31360936,008484,2016,"$435,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 7 Plan: 052 5698,,,Spruce Grove,10,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.555991,-113.877546
10 GREYSTONE DR,1380841,12683348,003079,2016,"$319,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 2 Plan: 792 1841,,,Spruce Grove,10,Greystone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W5,53.55112399999999,-113.882604
16 GREYSTONE BAY,1380773,12685369,003051,2016,"$367,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 66 Block: 1 Plan: 792 1841,,,Spruce Grove,16,Greystone Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A4,53.554462,-113.879779
16 GREYSTONE CRES,2070589,31360977,008487,2016,"$376,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 7 Plan: 052 5698,,,Spruce Grove,16,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.555812,-113.8769839
16 GROAT PL,1380922,12700696,003159,2016,"$350,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 4 Plan: 792 1841,,,Spruce Grove,16,Groat Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Z5,53.552986,-113.875104
16 GUENETTE CRES,1380656,16985898,004376,2016,"$381,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 90 Block: 3 Plan: 912 0438,,,Spruce Grove,16,Guenette Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3G8,53.5510367,-113.8781258
16 HAMILTON CRT,2534512,34485658,013098,2016,"$329,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 8 Plan: 102 5281,,,Spruce Grove,16,Hamilton Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K4,53.562252,-113.947712
16 HAMMETT GATE,2726160,36208189,015889,2016,"$85,300.00",VACANT RESIDENTIAL LAND,Lot: 23 Block: 10 Plan: 142 3012,,,Spruce Grove,16,Hammett Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B1,53.5582794,-113.8905592
16 HARRINGTON BAY,2180539,32199366,009642,2016,"$518,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 49 Block: 3 Plan: 072 0425,,,Spruce Grove,16,Harrington Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.554764,-113.931736
16 HARRISON GATE,2759410,36816064,016705,2016,"$114,300.00",VACANT RESIDENTIAL LAND,Lot: 28 Block: 15 Plan: 152 3898,,,Spruce Grove,16,Spruce Hill Lane,Harrison,Maine,Cumberland County,United States,04040,44.0795127,-70.65378299999999
16 HARTWICK GATE,2158525,31998404,009474,2016,"$412,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 6 Plan: 062 6656,,,Spruce Grove,16,Hartwick Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.55866589999999,-113.9464504
16 HARTWICK MEWS,2223114,32574958,009807,2016,"$343,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 132 Block: 3 Plan: 072 6949,,,Spruce Grove,16,Hartwick Mews,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5582629,-113.944546
16 HAVENWOOD CRT,2180522,32199192,009625,2016,"$491,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 32 Block: 3 Plan: 072 0425,,,Spruce Grove,16,Havenwood Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5547449,-113.930275
16 HAZELWOOD LANE,2699656,35748763,014979,2016,"$93,400.00",VACANT RESIDENTIAL LAND,Lot: 38 Block: 10 Plan: 132 3221,,,Spruce Grove,,Hazelwood Lane,Spruce Grove,Alberta,Division No. 11,Canada,,53.5610799,-113.8877028
16 HEATHERGLEN CL,1378500,29052172,005125,2016,"$304,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 7 Plan: 012 4949,,,Spruce Grove,,,,,,,,,
16 HEATHERGLEN CRES,1378010,26917898,006391,2016,"$321,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 5 Plan: 962 4365,,,Spruce Grove,16,Heatherglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.5570709,-113.9280955
16 HEATHERGLEN DR,2595166,34845116,013518,2016,"$1,321,700.00",EXEMPT MUNICIPAL RESERVE/UTIL,Lot: 20PUL Block: 9 Plan: 112 3230,,,Spruce Grove,16,Heatherglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.5577116,-113.9283819
16 HEATHERLANDS WAY,1381370,29506905,005531,2016,"$327,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 3 Plan: 022 5524,,,Spruce Grove,16,Heatherlands Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L3,53.5572271,-113.9321948
16 HENDERSON BAY,2158563,31997852,009402,2016,"$523,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 5 Plan: 062 6656,,,Spruce Grove,16,Henderson Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C5,53.5611279,-113.943879
16 HENDERSON CRT,2158596,31998180,009437,2016,"$523,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 5 Plan: 062 6656,,,Spruce Grove,16,Henderson Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C6,53.560451,-113.946224
16 HERON LINK,2245796,32780140,011036,2016,"$515,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 164 Block: 1 Plan: 072 9049,,,Spruce Grove,,,,,,,,,
16 HERON POINT,2245819,32781023,011013,2016,"$711,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 141 Block: 1 Plan: 072 9049,,,Spruce Grove,16,Heron Point,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E8,53.56157580000001,-113.9412567
16 HEWITT CIRCLE,2534581,34486290,013062,2016,"$448,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 106 Block: 5 Plan: 102 5281,,,Spruce Grove,16,Hewitt Circle,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K5,53.56112,-113.947151
16 HIGHLANDS WAY,2072781,31374804,008611,2016,"$409,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 3 Plan: 052 5834,,,Spruce Grove,16,Highlands Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.55482929999999,-113.9332247
16 HILLCREST CRT,1378364,28244515,007052,2016,"$310,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 5 Plan: 992 6676,,,Spruce Grove,16,Hillcrest Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A8,53.5583931,-113.8945376
16 HILLDOWNS DR,2031801,31015069,008040,2016,"$383,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 8 Plan: 052 1835,,,Spruce Grove,16,Hilldowns Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P7,53.5597568,-113.8909986
16 HUNTINGTON CRES,1380486,29473204,005433,2016,"$402,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 2 Plan: 022 5160,,,Spruce Grove,16,Huntington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4K6,53.560046,-113.9375365
16 KENTON WAY,2695998,35697507,014784,2016,"$347,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 2 Plan: 132 2523,,,Spruce Grove,,Kenton Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.56415209999999,-113.8804901
16 LAKEWOOD COVE N,1378384,28418978,007072,2016,"$402,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 32 Block: 9 Plan: 002 2113,,,Spruce Grove,16,Lakewood Cove North,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B4,53.5494263,-113.8828268
16 LAMPLIGHT DR,2014877,30851216,007924,2016,"$434,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 4 Plan: 042 6978,,,Spruce Grove,16,Lamplight Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R3,53.5457154,-113.9369259
16 LANDON CRES,2149583,31925010,009160,2016,"$377,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 21 Plan: 062 5740,,,Spruce Grove,16,Landon Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E4,53.54754699999999,-113.874038
16 LANDSDOWNE DR,1377996,26894980,006360,2016,"$300,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 15 Plan: 962 4155,,,Spruce Grove,,Spruce Lane,Lansdowne,Ontario,Leeds and Grenville United Counties,Canada,K0E 1L0,44.4913568,-76.0922183
16 LAWSON BLVD,1934582,30080360,007404,2016,"$395,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 20 Plan: 032 4516,,,Spruce Grove,16,Lawson Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P1,53.5453218,-113.8760757
16 LEYLAND WAY,2054291,31200389,008186,2016,"$351,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 118 Block: 11 Plan: 052 4246,,,Spruce Grove,16,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A8,53.5442976,-113.8740637
16 LINCOLN GATE,2616948,34949032,013864,2016,"$575,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 104 Block: 12 Plan: 112 4687,,,Spruce Grove,,Lincoln gate,Spruce Grove,Alberta,Division No. 11,Canada,,53.5660541,-113.8902788
16 LINDEN ST N,1375878,10723070,000624,2016,"$218,900.00",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,16,Linden Street North,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2B6,53.5457057,-113.8862675
16 LINKSIDE PL,1377800,26231100,006044,2016,"$394,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 8 Plan: 942 3606,,,Spruce Grove,16,Linkside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.56722329999999,-113.901694
16 LINKSIDE WAY,1378546,29062841,005173,2016,"$531,800.00",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 13 Plan: 012 5152,,,Spruce Grove,16,Linkside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.56722329999999,-113.901694
16 LONGVIEW CL,1850665,29978533,005955,2016,"$448,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 56 Block: 9 Plan: 032 3513,,,Spruce Grove,16,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.565686,-113.89964
16 LONGVIEW DR,1378567,29063096,005187,2016,"$660,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 13 Plan: 012 5152,,,Spruce Grove,16,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.565686,-113.89964
16 LONGVIEW PL,1378055,27139260,006425,2016,"$396,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 9 Plan: 972 2726,,,Spruce Grove,16,Longview Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y5,53.5650134,-113.9042374
16 LONGVIEW POINT,2214485,32496317,009730,2016,"$559,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 82 Block: 13 Plan: 072 5871,,,Spruce Grove,16,Longview Point,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H4,53.567626,-113.894652
16 MANOR DR,1379273,10535997,000382,2016,"$298,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 37 Block: 14 Plan: 165RS,,,Spruce Grove,16,Manor Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E9,53.541917,-113.890305
16 MATTHEW RD,1380142,11673860,003778,2016,"$302,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 58 Block: 10 Plan: 812 3014,,,Spruce Grove,16,Matthew Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2R3,53.5571352,-113.9159002
16 MCLEOD AVE,1381253,15793722,004335,2016,"$1,750,600.00",COMMERCIAL,Lot: 2 Block: 9 Plan: 902 3146,,,Spruce Grove,16,McLeod Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y1,53.542918,-113.923337
16 MEADOWLAND CRES,2683360,35494533,014500,2016,"$296,700.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 21 Plan: 122 4974,,,Spruce Grove,16,Meadowland Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5508341,-113.9321382
16 MEADOWLAND GARDENS,2683290,35494327,014476,2016,"$548,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 20 Plan: 122 4974,,,Spruce Grove,16,Meadowland Gardens,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5504312,-113.9309055
16 MEADOWLAND WAY,2683279,35494418,014485,2016,"$433,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 20 Plan: 122 4974,,,Spruce Grove,16,Meadowland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5512571,-113.9312578
16 MEADOWPARK GATE,2709832,35916998,015414,2016,"$84,300.00",VACANT RESIDENTIAL LAND,Lot: 70 Block: 16 Plan: 132 4926,,,Spruce Grove,,Meadowpark Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5468436,-113.9287993
16 MELTON AVE,1376705,14985841,002046,2016,"$344,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 42 Block: 1 Plan: 752 1495,,,Spruce Grove,16,Spruce Boulevard,Acton,Ontario,Halton Regional Municipality,Canada,L7J 2Y3,43.6404747,-80.0378905
16 MILLER AVE,1376555,13410337,002076,2016,"$328,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 2 Plan: 752 1495,,,Spruce Grove,16,Miller Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2N2,53.55491439999999,-113.9132508
16 MILLGROVE DR,1380318,14985239,002144,2016,"$340,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 4 Plan: 752 1495,,,Spruce Grove,16,Millgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2M1,53.5530516,-113.9123161
16 NELSON DR,1942227,30138580,004325,2016,"$2,766,900.00",COMMERCIAL,Lot: 13 Block: 8 Plan: 032 5070,,,Spruce Grove,16,Nelson Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X3,53.5420363,-113.9216477
16 PETER ST,2689893,35609445,014729,2016,"$322,400.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 102 Plan: 132 1021,,,Spruce Grove,,Peter Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3M1,53.56077,-113.8559344
16 PRAIRIE GATE,2747199,36575019,016479,2016,"$97,100.00",VACANT RESIDENTIAL LAND,Lot: 14 Block: 105 Plan: 152 1112,,,Spruce Grove,,Prairie Gate,,Alberta,Division No. 11,Canada,T7X 3Y3,53.5561893,-113.8589242
16 PRESCOTT BLVD,2689902,35609528,014737,2016,"$476,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 103 Plan: 132 1021,,,Spruce Grove,,Prescott Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3M1,53.5607643,-113.8579308
16 SPRING COVE,2549363,34574154,013185,2016,"$167,700.00",VACANT RESIDENTIAL LAND,Lot: 21 Block: 8 Plan: 102 6391,,,Spruce Grove,16,Spring Cove,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L5,53.5511709,-113.941864
16 SPRING GROVE CRES,2176474,32151607,009569,2016,"$385,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 57 Block: 7 Plan: 062 8424,,,Spruce Grove,16,Spring Grove Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.55223489999999,-113.9421266
16 SPRING LINK,2549340,34573924,013236,2016,"$431,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 13 Block: 11 Plan: 102 6391,,,Spruce Grove,16,Spring Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L6,53.55208099999999,-113.94531
16 SPRING RIDGE GARDENS,2708899,35902238,015222,2016,"$131,800.00",VACANT RESIDENTIAL LAND,Lot: 90 Block: 5 Plan: 132 4765,,,Spruce Grove,,Spring Ridge Gardens,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E7,53.5542503,-113.9461897
16 SPRINGHAVEN CL,2761412,36869353,016912,2016,"$123,200.00",VACANT RESIDENTIAL LAND,Lot: 31 Block: 11 Plan: 152 4401,,,Spruce Grove,,,,,,,,,
16 SPRUCE RIDGE DR,1104489,29751013,005674,2016,"$416,600.00",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,16,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M8,53.5544591,-113.9384116
16 SPRUCE VILLAGE DR WEST,2153985,31956139,009276,2016,"$342,100.00",SINGLE FAMILY RESIDENTIAL,Lot: 25 Block: 9 Plan: 062 6083,,,Spruce Grove,16,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B7,53.559301,-113.8803088
16 STONESHIRE MANOR,1379926,12150397,004180,2016,"$501,200.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 8 Plan: 892 3227,,,Spruce Grove,16,Stoneshire Manor,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3E3,53.5588093,-113.9028175
16 VALARIE BAY,2464679,34075698,012268,2016,"$576,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 18 Plan: 092 9990,,,Spruce Grove,,,,,,,,,
10 GROAT CRES,1380987,12705647,003206,2016,"$400,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 23 Block: 5 Plan: 792 1841,,,Spruce Grove,,Spruce Court,Great Falls,Montana,Cascade County,United States,59405,47.4779059,-111.2808877
10 GROAT DR,1380927,12700754,003167,2016,"$334,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 4 Plan: 792 1841,,,Spruce Grove,10,Groat Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Z4,53.553115,-113.876055
10 GUENETTE CRES,1380659,16985922,004379,2016,"$376,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 93 Block: 3 Plan: 912 0438,,,Spruce Grove,10,Guenette Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3G8,53.5509432,-113.8788691
10 HAGEN CRT,1377847,26300517,006142,2016,"$378,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 4 Block: 3 Plan: 952 0207,,,Spruce Grove,10,Hagen Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2W1,53.5584049,-113.8968965
10 HALDEN CRES,1377894,26301077,006200,2016,"$373,500.00",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 4 Plan: 952 0207,,,Spruce Grove,10,Halden Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2W1,53.5595063,-113.8964562
10 HALDEN CRT,1377911,26301242,006217,2016,"$404,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 22 Block: 4 Plan: 952 0207,,,Spruce Grove,10,Halden Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2V6,53.5602159,-113.895402
10 HALE PL,229715,29256468,005293,2016,"$426,000.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 6 Plan: 022 1384,,,Spruce Grove,10,Hale Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2V8,53.55828899999999,-113.893723
16 VEGA AVE,1328704,29832607,005927,2016,"$327,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 3 Plan: 032 1360,,,Spruce Grove,16,Vega Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4M7,53.5591102,-113.883213
16 VERONA CRES,2464706,34075888,012295,2016,"$634,600.00",SINGLE FAMILY RESIDENTIAL,Lot: 31 Block: 18 Plan: 092 9990,,,Spruce Grove,16,Verona Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0J7,53.559935,-113.87219
16 WAVERLEY CRES,1377228,19172675,001863,2016,"$348,900.00",SINGLE FAMILY RESIDENTIAL,Lot: 10 Block: 10 Plan: 3371TR,,,Spruce Grove,16,Waverley Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1N4,53.552083,-113.904851
16 WELLINGTON CRES,1376550,13390448,002619,2016,"$237,300.00",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 2 Plan: 782 2918,,,Spruce Grove,16,Wellington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,,53.5529599,-113.9002801
